doi,url,pmid,year,title,journal,quartile,corpus_id,first_author,is_guideline,impact_factor,num_citations,is_open_access,list:fields_of_study,list:publication_types,num_influential_citations,sjr,relevance_gpt,reliability_score,question
10.7326/0003-4819-139-2-200307150-00015,https://www.semanticscholar.org/paper/6c3aa4d4b1ad2aec316457bab95b42fe8742c743,12859165,2003,Diagnosing Strep Throat in the Adult Patient: Do Clinical Criteria Really Suffice?,Annals of Internal Medicine,Q1,44460635,A. Bisno,0,3.337,36,0,['Medicine'],"['Review', 'LettersAndComments', 'Editorial']",2,3.089,"Yes, this document is relevant. The article discusses the clinical criteria used for diagnosing strep throat in adult patients, including the debate around the most appropriate method of diagnosis and treatment, the overlap of signs and symptoms between strep throat and viral pharyngitis, and the recommendation for microbiological confirmation of the diagnosis through throat culture or rapid antigen diagnostic tests.",0.0033,What is the clinical criteria used for strep throat?
10.7326/0003-4819-134-6-200103200-00018,https://www.semanticscholar.org/paper/d45ab6b90a572485db7abccc9407f114464c08ac,11255529,2001,Principles of Appropriate Antibiotic Use for Acute Pharyngitis in Adults,Annals of Internal Medicine,Q1,35082591,V. Snow,0,3.337,235,0,['Medicine'],"['JournalArticle', 'Review']",11,3.089,"Yes, this document is relevant. The article excerpt specifically discusses the clinical criteria used for distinguishing and diagnosing pharyngitis caused by group A -hemolytic streptococcus (GABHS), which is the bacteria responsible for strep throat. It also provides information on when antibiotic use is beneficial and which antibiotics should be used for treating strep throat.",0.0033,What is the clinical criteria used for strep throat?
10.7326/0003-4819-139-2-200307150-00011,https://www.semanticscholar.org/paper/1ca0f5442817eb3200013ddd359f08079be60c40,12859161,2003,Diagnosis and Management of Adults with Pharyngitis: A Cost-Effectiveness Analysis,Annals of Internal Medicine,Q1,2850609,J. Neuner,0,3.337,91,0,['Medicine'],"['Review', 'JournalArticle']",2,3.089,"Yes. The article discusses the diagnosis and management of pharyngitis in adults, which includes information about group A streptococcal infection, one of the common causes of strep throat. It also mentions the clinical criteria used for determining the need for antibiotics in patients with pharyngitis.",0.0033,What is the clinical criteria used for strep throat?
10.4065/78.3.289,https://www.semanticscholar.org/paper/27835fa402a79d615919e0104bbe963eb49262fc,12630581,2003,Validation and modification of streptococcal pharyngitis clinical prediction rules.,Mayo Clinic proceedings,Q1,22434715,T. McGinn,0,1.783,25,0,['Medicine'],"['Study', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the validation and modification of clinical prediction rules for diagnosing streptococcal pharyngitis, which directly relates to the clinical criteria used for strep throat.",0.0018,What is the clinical criteria used for strep throat?
10.1136/emj.2004.022970,https://www.semanticscholar.org/paper/143f7538c9e2646039051cfd80a10ee6a71f6c89,16373800,2005,Streptococcus A in paediatric accident and emergency: are rapid streptococcal tests and clinical examination of any help?,Emergency Medicine Journal,Q1,46037928,J. V. Limbergen,0,0.956,41,1,['Medicine'],"['JournalArticle', 'Study']",0,3.089,"Yes. This article discusses the use of rapid streptococcal tests and clinical examination in diagnosing strep throat, which directly relates to the clinical criteria used for strep throat.",0.001,What is the clinical criteria used for strep throat?
10.1177/2333794X16657943,https://www.semanticscholar.org/paper/248e37b6c7ddfbe37fa9ca8aabe1fbbedf92a159,27493985,2016,A Study to Determine if Addition of Palatal Petechiae to Centor Criteria Adds More Significance to Clinical Diagnosis of Acute Strep Pharyngitis in Children,Global Pediatric Health,Q1,10688098,K. Nibhanipudi,0,0.438,5,1,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article discusses a study on the addition of palatal petechiae to the Centor Criteria for the clinical diagnosis of acute strep pharyngitis in children, which directly relates to the clinical criteria used for strep throat.",0.0004,What is the clinical criteria used for strep throat?
NA,https://www.semanticscholar.org/paper/9f4e901a7df0d8edd60da6fb5fe5d23f066a30c7,24608583,2014,[Diagnosis and management of acute pharyngotonsillitis in the primary care pediatrician's office].,Minerva pediatrica,Q1,24851747,D. Vicedomini,0,NA,6,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article excerpt provides information on the clinical criteria used for strep throat, including the McIsaac criteria and the use of rapid antigen detection tests for diagnosis.",0.0,What is the clinical criteria used for strep throat?
NA,https://www.semanticscholar.org/paper/21028b7607138833fd5ff02b5bcc3383104c721a,12841012,2003,Clinical predictors of streptococcal pharyngitis in adults.,The Israel Medical Association journal : IMAJ,Q1,24690527,B. Chazan,0,NA,16,0,['Medicine'],['JournalArticle'],2,3.089,"Yes, this document is relevant. The article specifically discusses the clinical criteria used to distinguish sore throat caused by beta-hemolytic group A Streptococcus in adults, which directly relates to the clinical question about the criteria used for strep throat.",0.0,What is the clinical criteria used for strep throat?
NA,https://www.semanticscholar.org/paper/fe4f8081871d986a675ed6462059d9f6f99bda13,21870706,2011,[Utility of clinical differentiation and microbiological examination for appropriate antibiotic therapy of acute pharyngotonsillitis in children].,Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego,Q1,19863127,E. Mazur,0,NA,1,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes, this document is relevant. The article discusses the clinical criteria used for strep throat, including the Centor/Mclssac's scale for differentiation between streptococcal pharyngotonsillitis and viral etiology, as well as the use of throat swab culture or rapid antigen detection test for definitive diagnosis.",0.0,What is the clinical criteria used for strep throat?
10.1086/342056,https://www.semanticscholar.org/paper/f36c7ca78d79cd42d95866a6c1a465ad69250f79,12087517,2002,Diagnosis of strep throat in adults: are clinical criteria really good enough?,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Q1,23962754,A. Bisno,0,NA,87,1,['Medicine'],"['Review', 'JournalArticle']",6,3.089,"Yes, this document is relevant to the question because it discusses the clinical criteria used for diagnosing strep throat in adults, including the use of laboratory confirmation through throat culture or rapid antigen detection tests. It also mentions a guideline that advocates for the use of a clinical algorithm alone for diagnosis in adults with a high suspicion of streptococcal infection.",0.0,What is the clinical criteria used for strep throat?
10.1097/01.NPR.0000335563.49272.03,https://www.semanticscholar.org/paper/15e10e0af3ef5c438e046a7569868e606c5a1bb8,18941384,2008,Using Centor Criteria to Diagnose Streptococcal Pharyngitis,The Nurse Practitioner,Q1,46473154,Faith P Wagner,0,NA,9,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. The article excerpt discusses the Centor criteria used to diagnose streptococcal pharyngitis, which directly addresses the clinical criteria used for strep throat.",0.0,What is the clinical criteria used for strep throat?
10.7326/AITC201802060,https://www.semanticscholar.org/paper/cb5ab3fc027745b8644d91abd99299b64758bca2,29404597,2018,Cellulitis and Soft Tissue Infections,Annals of Internal Medicine,Q1,22564386,Rachel Bystritsky,0,3.337,32,0,['Medicine'],"['Review', 'JournalArticle']",1,3.089,"Yes. The article discusses bacterial skin and soft tissue infections, including cellulitis, and mentions the use of oral antibiotics for treatment. It also addresses the challenges of drug-resistant organisms, which are important considerations when determining the best antibiotics for facial cellulitis.",0.2403,What are the best antibiotics for facial cellulitis?
10.1001/jamadermatol.2019.0884,https://www.semanticscholar.org/paper/a03871d6aa02fa65a56f44b837b0b622c0c7bfe2,31188407,2019,Assessment of Antibiotic Treatment of Cellulitis and Erysipelas: A Systematic Review and Meta-analysis.,JAMA dermatology,Q1,186205283,R. Brindle,0,3.203,42,1,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes, this document is relevant. The article excerpt discusses the assessment of antibiotic treatment for cellulitis, which directly relates to the question about the best antibiotics for facial cellulitis. The article may provide valuable information on the efficacy and safety of different antibiotics for treating cellulitis.",0.2402,What are the best antibiotics for facial cellulitis?
10.1080/23744235.2017.1354130,https://www.semanticscholar.org/paper/1353136239fb63cd79d3676434e1be0709755fe0,28768452,2018,Aetiology and clinical features of facial cellulitis: a prospective study,Infectious Diseases,Q1,42522369,Eivind Rath,0,0.954,19,1,['Medicine'],['JournalArticle'],4,3.089,"Yes, this document is relevant. The article discusses the aetiology and clinical features of facial cellulitis, including the use of antibiotics such as penicillin and clindamycin in treating the condition.",0.238,What are the best antibiotics for facial cellulitis?
10.1097/EBP.0000000000000641,https://www.semanticscholar.org/paper/8d765e2cf653b8dd4bd66c26715909c314051813,NA,2020,"In patients with a first-time unprovoked venous thromboembolic event, is there a benefit to pursuing malignancy workup?",Evidence-Based Practice,Q1,214293975,A. McCarty,0,NA,0,0,['Medicine'],[],0,3.089,"Yes. The article excerpt mentions recommendations for the management of skin and soft tissue infections, including cellulitis, and lists antibiotics that are effective against streptococci, which are commonly implicated in facial cellulitis.",0.237,What are the best antibiotics for facial cellulitis?
10.18410/jebmh/2020/279,https://www.semanticscholar.org/paper/8ac3bfd103c91de7bf05c43581dd352debbb2da2,NA,2020,Evaluation of Microbial Flora and Antibiotic Susceptibility of Facial Cellulitis Related to Dental Infection,Journal of Evidence Based Medicine and Healthcare,Q1,225561931,S. Kishore,0,NA,0,0,['Medicine'],[],0,3.089,"Yes. The article excerpt discusses the evaluation of microbial flora and antibiotic susceptibility of facial cellulitis related to dental infection, which directly addresses the question about the best antibiotics for facial cellulitis.",0.237,What are the best antibiotics for facial cellulitis?
10.5546/aap.2018.eng.e548,https://www.semanticscholar.org/paper/773d979b93dbf3e32d872631bb634ad8707ea346,30016031,2018,Medical-dental considerations in the care of children with facial cellulitis of odontogenic origin. A disease of interest for pediatricians and pediatric dentists.,Archivos argentinos de pediatria,Q1,51679129,Claudia Giunta Crescente,0,NA,17,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article discusses facial cellulitis of odontogenic origin, which is relevant to the question about antibiotics for facial cellulitis. It provides information on the type of infection and the importance of antibiotic treatment in such cases.",0.237,What are the best antibiotics for facial cellulitis?
10.18203/2320-6012.ijrms20195921,https://www.semanticscholar.org/paper/6df2a850e654115328ff4d47ce6ab31507d8e138,NA,2019,Evaluation of various antibiotics used in the treatment of cellulitis at a tertiary care hospital,International Journal of Research in Medical Sciences,Q1,212609479,Sadiya Mustafavi,0,NA,0,1,['Medicine'],[],0,3.089,"Yes. The article is relevant as it discusses the evaluation of various antibiotics used in the treatment of cellulitis, which directly relates to the question about the best antibiotics for facial cellulitis.",0.237,What are the best antibiotics for facial cellulitis?
10.3399/bjgp18X700181,https://www.semanticscholar.org/paper/d78ca6884f0a49239239e3c78df25a939e87604e,30498163,2018,Management of cellulitis: current practice and research questions.,The British journal of general practice : the journal of the Royal College of General Practitioners,Q1,54168296,M. Santer,0,NA,8,1,['Medicine'],['JournalArticle'],0,3.089,"Yes, the document is relevant. The article discusses the management of cellulitis, including the use of antibiotics, which directly relates to the question about the best antibiotics for facial cellulitis.",0.237,What are the best antibiotics for facial cellulitis?
NA,https://www.semanticscholar.org/paper/94a48f418fc59f65877f86c99365f3b6f67be2ff,14632104,2003,Acute bacterial skin infections in pediatric medicine: current issues in presentation and treatment.,Paediatric drugs,Q1,30706099,J. Hedrick,0,1.017,76,0,['Medicine'],"['Review', 'JournalArticle']",4,3.089,"Yes. The article discusses bacterial skin infections, including cellulitis, and the importance of selecting the most appropriate antibiotic therapy for treatment. This information is relevant to the question about the best antibiotics for facial cellulitis.",0.001,What are the best antibiotics for facial cellulitis?
NA,https://www.semanticscholar.org/paper/f70185d44eba9612507019a5ed4f6816d64af65f,7352394,1980,Periorbital and facial cellulitis.,American family physician,Q1,35743027,D. Middleton,0,0.546,0,0,['Medicine'],"['JournalArticle', 'CaseReport']",0,3.089,"Yes. The article discusses the use of antibiotics for facial cellulitis, which directly relates to the question about the best antibiotics for facial cellulitis.",0.0005,What are the best antibiotics for facial cellulitis?
NA,https://www.semanticscholar.org/paper/43e8715b5ca2e3738cdfc4ad30a9f05941f25e0b,NA,1980,Periorbital and facial cellulitis.,American Family Physician,Q1,77733486,Middleton Db,0,0.546,4,0,['Medicine'],[],0,3.089,"Yes. The article discusses the use of antibiotics for facial cellulitis, which directly relates to the question about the best antibiotics for facial cellulitis.",0.0005,What are the best antibiotics for facial cellulitis?
10.1179/1973947814Y.0000000170,https://www.semanticscholar.org/paper/631316d63855b290fe706d5eeeb9d43056fe1842,24548092,2014,Cephalexin remains the preferred antibiotic for uncomplicated cellulitis: revisited,Journal of Chemotherapy,Q1,37038780,B. Cunha,0,NA,1,1,['Medicine'],['Editorial'],0,3.089,"Yes, the document is relevant. The article discusses the preferred antibiotic for uncomplicated cellulitis, which directly relates to the question about the best antibiotics for facial cellulitis.",0.0,What are the best antibiotics for facial cellulitis?
10.7883/yoken.65.7,https://www.semanticscholar.org/paper/904c17ecb81f01c9fc0b030d248628284ab1dafe,22274151,2012,Oxacillin or cefalotin treatment of hospitalized children with cellulitis.,Japanese journal of infectious diseases,Q1,20418966,Â. Vasconcellos,0,NA,9,0,['Medicine'],['JournalArticle'],1,3.089,"Yes. The article discusses the treatment of cellulitis in children with oxacillin or cefalotin, which are antibiotics. This information is relevant to the question about the best antibiotics for facial cellulitis.",0.0,What are the best antibiotics for facial cellulitis?
10.4197/med.19-1.8,https://www.semanticscholar.org/paper/261c1a7010ba89692f1a8eb2b391363515994b66,NA,2012,Odontogenic Facial Cellulitis in Children: Review Article,Journal of King Abdulaziz University-medical Sciences,Q1,6592103,A. Almushayt,0,NA,3,0,['Medicine'],['Review'],0,3.089,"Yes. The article discusses facial cellulitis in pediatric patients, including the importance of proper management and treatment. It mentions the use of antibiotics as part of the treatment plan, which directly relates to the question about the best antibiotics for facial cellulitis.",0.0,What are the best antibiotics for facial cellulitis?
10.1155/2000/919543,https://www.semanticscholar.org/paper/70516cb774c10779b6be9498ddd067cd611d275c,NA,2000,An Algorithm for the Management of Acute Bacterial Cellulitis,Canadian Journal of Infectious Diseases & Medical Microbiology,Q1,76797793,H. Stiver,0,NA,0,0,['Medicine'],[],0,3.089,"Yes. The article discusses the management of acute bacterial cellulitis, including the use of antibiotics. It provides information on the common pathogens causing cellulitis and the need for antibiotic therapy, which directly relates to the question about the best antibiotics for facial cellulitis.",0.0,What are the best antibiotics for facial cellulitis?
10.7326/ACPJC-2018-168-10-050,https://www.semanticscholar.org/paper/e5cab54cff628aa105760764dc657a64916a8cf1,29800426,2018,Guideline: TMPSMX is recommended after uncomplicated skin abscess incision and drainage,Annals of Internal Medicine,Q1,44080174,K. Aung,0,3.337,1,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article excerpt discusses the use of antibiotics after incision and drainage for skin abscesses, which is relevant to the question about the recommended antibiotic choice for perirectal abscess.",0.2403,What is the recommended antibiotic choice for perirectal abscess?
10.1136/bmj.k243,https://www.semanticscholar.org/paper/c79a44e3ae309ef0f51269377b72a8582d4dc3ca,29437651,2018,Antibiotics after incision and drainage for uncomplicated skin abscesses: a clinical practice guideline,The BMJ,Q1,3842827,M. Vermandere,0,NA,41,1,['Medicine'],"['Review', 'JournalArticle']",2,3.089,"Yes. The article excerpt discusses the recommended antibiotic choices for skin abscesses after incision and drainage, which is relevant to the question about the recommended antibiotic choice for perirectal abscess.",0.2398,What is the recommended antibiotic choice for perirectal abscess?
10.1089/sur.2019.308,https://www.semanticscholar.org/paper/1a2d99ab813fe9dd570703285a9d3cf78e27076e,32175822,2020,Inadequate Antibiotic Therapy Results in Higher Recurrence Rate after Drainage of Complicated Peri-Rectal Abscess.,Surgical infections,Q1,212731052,Rohit K. Rasane,0,0.581,6,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. This article is relevant to the question because it discusses the use of antibiotics in conjunction with incision and drainage for complicated peri-rectal abscesses, which directly relates to the recommended antibiotic choice for this condition.",0.2376,What is the recommended antibiotic choice for perirectal abscess?
10.1055/s-0043-1777451,https://www.semanticscholar.org/paper/ff85579b9025e2f46a2a68d19eae8e3e0c4ef8e5,39399133,2023,Anorectal Abscess,Clinics in Colon and Rectal Surgery,Q1,266155476,Anna Kata,0,0.436,1,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article discusses the treatment of anorectal abscesses, which are similar to perirectal abscesses. It mentions the use of antibiotics in certain cases, which is relevant to the question about the recommended antibiotic choice for perirectal abscess.",0.2374,What is the recommended antibiotic choice for perirectal abscess?
10.1542/peds.66.2.282,https://www.semanticscholar.org/paper/59acef5897dff3603a06cf53fa7cb454d12f09c3,7402814,1980,Aerobic and anaerobic bacteriology of perirectal abscess in children.,Pediatrics,Q1,31798922,I. Brook,0,2.437,32,0,['Medicine'],['JournalArticle'],0,3.089,"Yes. This article is relevant to the question as it provides information on the aerobic and anaerobic bacteriology of perirectal abscesses in children, which can help determine the recommended antibiotic choice for treating such infections.",0.0024,What is the recommended antibiotic choice for perirectal abscess?
10.6312/SCRSTW.2010.21(1).09817,https://www.semanticscholar.org/paper/f9c3343d563cef5632b5fb7d9d70f092585c9cdd,NA,2010,Microbiological Analysis of Perianal Abscess and Its Treatment,NA,Q1,85920516,Sheng-Fang Cheng,0,NA,5,0,"['Medicine', 'Biology']",[],0,3.089,"Yes. The article excerpt discusses the microbiological analysis of perianal abscesses and the sensitivity of various antibiotics, which is directly related to the recommended antibiotic choice for perirectal abscess.",0.0,What is the recommended antibiotic choice for perirectal abscess?
NA,https://www.semanticscholar.org/paper/a705596f473cb5dea7d7b717182dba3cc710c4ec,NA,2016,Характеристика возбудителей и оптимальная эмпирическая антибактериальная терапия у больных острым парапроктитом,NA,Q1,74919390,Константин Игоревич Сергацкий,0,NA,1,0,['Medicine'],[],0,3.089,"Yes. The article excerpt discusses the optimal empiric antibiotic therapy for patients with acute paraproctitis, which includes perirectal abscess. It specifically mentions the recommended antibiotic choices for treating perirectal abscess, making it relevant to the question.",0.0,What is the recommended antibiotic choice for perirectal abscess?
NA,https://www.semanticscholar.org/paper/1749722ac07195068b3c916743e6e007d9f0547c,24881481,2014,[Acute periproctal abscesses].,Rozhledy v chirurgii : mesicnik Ceskoslovenske chirurgicke spolecnosti,Q1,10526513,P. Šlauf,0,NA,1,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article discusses the treatment of anorectal abscesses, including the importance of early and adequate surgical drainage and the use of adjuvant antibiotic therapy in certain cases. This information is relevant to the question about the recommended antibiotic choice for perirectal abscess.",0.0,What is the recommended antibiotic choice for perirectal abscess?
NA,https://www.semanticscholar.org/paper/b7c772075706c942553772eee9b0e94f596ce9dd,NA,2012,Pathogens causing bacteriological perianal abscess infections and drug resistance,Chinese Journal of Nosocomiology,Q1,88078891,He Lin,0,NA,0,0,"['Medicine', 'Biology']",[],0,3.089,"Yes. The article discusses the pathogens causing perianal abscess infections and their drug resistance to commonly used antibiotics, which is directly related to the recommended antibiotic choice for perirectal abscess.",0.0,What is the recommended antibiotic choice for perirectal abscess?
10.1590/s1413-86702010000300005,https://www.semanticscholar.org/paper/83134c3a9c0d173fe2fc43c7afe69558166e19a7,20835504,2010,The evaluation of bacteriology in perianal abscesses of 81 adult patients.,The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases,Q1,37553426,M. Ulug,0,NA,18,1,['Medicine'],['JournalArticle'],1,3.089,"Yes, this document is relevant to the question. The article discusses the bacteriology of perianal abscesses, which are similar to perirectal abscesses. Understanding the causative organisms is important in determining the appropriate antibiotic choice for treatment.",0.0,What is the recommended antibiotic choice for perirectal abscess?
10.1001/ARCHPEDI.1979.02130040065014,https://www.semanticscholar.org/paper/26156614c1d75d3a01b13ec9db1a1ef3cc014206,373420,1979,Perirectal abscess in childhood. A review of 29 cases.,American journal of diseases of children,Q1,43425040,R. W. Krieger,0,NA,15,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article discusses the treatment of perirectal abscess, including the use of antibiotics, which is directly relevant to the question about the recommended antibiotic choice for perirectal abscess.",0.0,What is the recommended antibiotic choice for perirectal abscess?
10.3862/JCOLOPROCTOLOGY.39.144,https://www.semanticscholar.org/paper/0b807e11153ffb3beab42ec52dc34cafd9d3b337,NA,1986,Bacteriological Analysis of Periproctal Abscess,Nippon Daicho Komonbyo Gakkai Zasshi,Q1,75331239,N. Shinagawa,0,NA,0,1,"['Medicine', 'Biology']",[],0,3.089,"Yes. The article discusses the bacteriological analysis of perirectal abscesses and the appropriate antibiotic therapy for this condition. It provides information on the bacterial isolates and their susceptibility to different antibiotics, which can help determine the recommended antibiotic choice for perirectal abscesses.",0.0,What is the recommended antibiotic choice for perirectal abscess?
10.1254/jpssuppl.wcp2018.0_po1-2-74,https://www.semanticscholar.org/paper/f6ccc9fb6380d5704067996ec3b4f8de8623237e,NA,2018,Is moderate dose rosuvastatin in combination with fenofibrate more effective than high dose rosuvastatin in patients with stable coronary artery disease with mixed dyslipidemia. A PROBE study,NA,Q1,226922969,Rupendra Kumar Bharti,0,NA,0,1,['Medicine'],[],0,3.089,"Yes, this document is relevant. The article discusses the effectiveness of combining fenofibrate with rosuvastatin in patients with stable coronary artery disease and mixed dyslipidemia, specifically mentioning the increase in high-density-lipoprotein cholesterol (HDL-C). This directly addresses the question about what fenofibrate does for patients with high or ineffective HDL.",0.237,What does fenofibrate do for patients with high or ineffective HDL?
NA,https://www.semanticscholar.org/paper/2f98b01b27bcc925088476606b6e39860e41b986,9519345,1998,Overview of fenofibrate.,European heart journal,Q1,20169938,C. Packard,0,4.091,53,0,['Medicine'],"['Review', 'JournalArticle']",3,3.089,"Yes, this document is relevant. The article excerpt specifically mentions that fenofibrate can increase high density lipoprotein (HDL), which is the main focus of the question regarding what fenofibrate does for patients with high or ineffective HDL.",0.0041,What does fenofibrate do for patients with high or ineffective HDL?
10.1161/01.ATV.16.6.763,https://www.semanticscholar.org/paper/99fe7c0807835e817a6662a00f9ff9130d94e3ca,8640404,1996,"Fenofibrate reduces plasma cholesteryl ester transfer from HDL to VLDL and normalizes the atherogenic, dense LDL profile in combined hyperlipidemia.","Arteriosclerosis, thrombosis, and vascular biology",Q1,682121,M. Guerin,0,2.582,194,0,"['Chemistry', 'Medicine']",['JournalArticle'],4,3.089,"Yes, this document is relevant. The article discusses the effects of fenofibrate on patients with combined hyperlipidemia, including its impact on HDL cholesterol levels and cholesteryl ester transfer from HDL to VLDL. This information directly addresses the question about what fenofibrate does for patients with high or ineffective HDL.",0.0026,What does fenofibrate do for patients with high or ineffective HDL?
10.1161/ATVBAHA.108.178228,https://www.semanticscholar.org/paper/723ab9fcbd1d09f73a2d99fe6fc6cfdb4639f083,19325138,2009,"Relationships of HDL Cholesterol, ApoA-I, and ApoA-II With Homocysteine and Creatinine in Patients With Type 2 Diabetes Treated With Fenofibrate","Arteriosclerosis, Thrombosis, and Vascular Biology",Q1,6544942,M. Taskinen,0,2.582,66,1,"['Chemistry', 'Medicine']","['Study', 'JournalArticle']",0,3.089,"Yes. This document is relevant because it discusses the effects of fenofibrate on plasma HDL-C, apoA-I, and apoA-II levels in patients with type 2 diabetes, which directly relates to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0026,What does fenofibrate do for patients with high or ineffective HDL?
10.1161/01.ATV.0000190700.76493.bb,https://www.semanticscholar.org/paper/4ba5cb702ff14fe5a108266584ef5d19bc7af12b,16224048,2005,Effect of Fenofibrate on Plasma Lipoprotein Composition and Kinetics in Patients With Complete Hepatic Lipase Deficiency,"Arteriosclerosis, Thrombosis, and Vascular Biology",Q1,204807,I. Ruel,0,2.582,9,1,"['Chemistry', 'Medicine']",['JournalArticle'],0,3.089,"Yes, this document is relevant. The article discusses the effects of fenofibrate on plasma lipoprotein composition and kinetics in patients with complete hepatic lipase deficiency, which is related to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0026,What does fenofibrate do for patients with high or ineffective HDL?
NA,https://www.semanticscholar.org/paper/6aea3c1e6b5279d01118abcd5678f93d6e537fb0,12877791,2003,A survey on the efficacy and tolerability of micronized fenofibrate in patients with dyslipidemia.,Chinese medical journal,Q1,39377142,Jun-ren Zhu,0,0.997,6,0,['Medicine'],"['JournalArticle', 'Review']",0,3.089,"Yes. The article is relevant because it specifically addresses the impact of micronized fenofibrate on HDL levels in patients with dyslipidemia, which aligns with the question about the effects of fenofibrate on patients with high or ineffective HDL.",0.001,What does fenofibrate do for patients with high or ineffective HDL?
10.5551/JAT.11.278,https://www.semanticscholar.org/paper/e096a5868858c816055de43a773857de78b4b4b4,15557710,2004,"Fenofibrate effectively reduces remnants, and small dense LDL, and increases HDL particle number in hypertriglyceridemic men - a nuclear magnetic resonance study.",Journal of atherosclerosis and thrombosis,Q1,32947448,K. Ikewaki,0,1.013,79,1,"['Medicine', 'Chemistry']","['JournalArticle', 'ClinicalTrial']",1,3.089,"Yes. This article is relevant to the question because it discusses the effects of fenofibrate on HDL levels in hypertriglyceridemic men, specifically mentioning an increase in HDL particle number.",0.001,What does fenofibrate do for patients with high or ineffective HDL?
10.1136/jcp.2008.060913,https://www.semanticscholar.org/paper/6ec670bbd1cbd5f9306afafe4d932b2d2045ba77,19251953,2009,Paradoxical decreases in high-density lipoprotein cholesterol with fenofibrate: a quite common phenomenon,Journal of Clinical Pathology,Q1,27253366,G. Magee,0,0.934,16,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, the document is relevant. The article discusses the phenomenon of paradoxical decreases in high-density lipoprotein cholesterol (HDL-C) with fenofibrate treatment, which directly relates to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0009,What does fenofibrate do for patients with high or ineffective HDL?
10.1111/j.1755-5922.2009.00121.x,https://www.semanticscholar.org/paper/30f45098994345c06af113ac4ff0d4e0310baba7,20337637,2010,Paradoxical decrease in high-density lipoprotein cholesterol with fenofibrate: a quite rare phenomenon indeed.,Cardiovascular therapeutics,Q1,23734284,Giuliana Mombelli,0,0.769,8,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article discusses the effects of fenofibrate on HDL cholesterol levels, specifically mentioning that it raises HDL-C levels in the majority of treated patients but may cause paradoxical decreases in some cases. This information is relevant to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0008,What does fenofibrate do for patients with high or ineffective HDL?
10.1185/03007995.2011.569018,https://www.semanticscholar.org/paper/6692c7efb4c3101974d400e090740ad2ce178eab,21438793,2011,Evaluating optimal lipid levels in patients with mixed dyslipidemia following short- and long-term treatment with fenofibric acid and statin combination therapy: a post hoc analysis,Current Medical Research and Opinion,Q1,37582955,S. Mohiuddin,0,0.712,7,0,['Medicine'],"['JournalArticle', 'Study', 'ClinicalTrial']",0,3.089,"Yes, the document is relevant. The article discusses the use of fenofibric acid in combination with statin therapy to evaluate lipid and lipoprotein levels in patients with mixed dyslipidemia, including HDL levels.",0.0007,What does fenofibrate do for patients with high or ineffective HDL?
10.1586/14779072.6.10.1319,https://www.semanticscholar.org/paper/6e6050e107e064c574c642d41af8d87b5807ab24,19018684,2008,Fenofibrate: treatment of hyperlipidemia and beyond,Expert Review of Cardiovascular Therapy,Q1,21822809,R. Rosenson,0,0.635,90,0,['Medicine'],"['Review', 'JournalArticle']",1,3.089,"Yes. The article discusses how fenofibrate can raise HDL-cholesterol levels, which is relevant to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0006,What does fenofibrate do for patients with high or ineffective HDL?
10.1097/00005344-200301000-00008,https://www.semanticscholar.org/paper/53916c87a1d455a1c306c8353d382c9490051f73,12500022,2003,Comparison of Micronized Fenofibrate and Pravastatin in Patients With Primary Hyperlipidemia,Journal of Cardiovascular Pharmacology,Q1,43872857,J. Ducobu,0,0.610,13,0,['Medicine'],"['JournalArticle', 'Study', 'ClinicalTrial']",0,3.089,"Yes, this document is relevant. The article excerpt discusses the efficacy of micronized fenofibrate in raising high-density lipoprotein cholesterol and lowering triglycerides in patients with dyslipidemia, which directly addresses the question about what fenofibrate does for patients with high or ineffective HDL.",0.0006,What does fenofibrate do for patients with high or ineffective HDL?
